Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,16,12.664768052101135,2587.3351857054863
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,32,15.19669575691223,4312.516421222086
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,64,20.279404997825623,6463.30600005541
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,1,19.725194215774536,207.6532152329515
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,16,28.051229643821717,2336.2968694113665
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,32,35.078810048103335,3736.500748465009
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,64,49.392586898803714,5307.355140905753
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,1,1.6843978404998778,151.9830967748255
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,16,1.965310525894165,2084.1490166732947
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,32,2.1042845964431764,3893.0095358045905
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,64,2.535006070137024,6463.100894710837
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,1,3.3914273500442507,150.96888335034495
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,16,4.0440366744995115,2025.6987409773772
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,32,4.402769064903259,3721.2944304995026
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,64,5.431574892997742,6032.872720257201
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,1,6.863088774681091,149.20395664670423
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,16,8.571207618713379,1911.515941374361
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,32,9.535366344451905,3436.4699599681203
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,64,12.117236042022705,5408.494129578762
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,12.791291356086731,160.10893216230744
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,22.855718314647675,1433.6893528741027
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,44.93795162439346,1458.3664281757203
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,90.71978312730789,1444.8006320304523
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,1,27.03029900789261,151.53365483689262
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,16,87.21258574724197,751.4511746038045
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,32,176.40787863731384,743.0053635499906
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,64,420.3680366873741,623.605928904046
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,1,1.0760059595108031,237.91689789189292
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,16,1.313300323486328,3118.8601165700093
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,32,1.4523767471313476,5640.409773965588
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,64,1.742732548713684,9401.32782399289
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,1,2.167959761619568,236.16674491112875
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,16,2.6785008668899537,3058.427234900189
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,32,3.034704303741455,5398.878559535549
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,64,3.6886311531066895,8883.512240686274
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,1,4.439701199531555,230.64615251766153
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,16,5.616584062576294,2917.075542262027
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,32,6.531190943717957,5017.155413518875
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,64,8.163545107841491,8027.884838542683
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,8.361226081848145,244.94015350764386
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,2048,1,18.074980437755585,226.61158688969573
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,1,0.7443957805633545,343.9030777501998
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,16,0.936787462234497,4372.389859093447
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,32,1.0057987928390504,8144.770165090959
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,64,1.1967875480651855,13689.982007656727
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,1,1.5092760086059571,339.23549906084367
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,16,1.8938165187835694,4325.656640307405
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,32,2.0753247261047365,7894.668142248665
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,64,2.8084047555923464,11667.833824433403
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,1,3.0840039014816285,332.03589642284373
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,16,3.921602201461792,4177.884231575757
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,32,4.871538710594177,6726.416835965841
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,64,5.628400802612305,11643.804749935867
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,6.180217981338501,331.3798973084842
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,77.07209020853043,425.1603908930084
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,162.97442746162415,402.1244376847519
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,2048,1,13.708811700344086,298.78592612787816
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,2048,16,307.94736617803574,212.81558862923094
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,128,1,1.5151852369308472,168.9562396466801
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,128,16,1.8080974817276,2265.3645842625456
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,128,32,2.1091787815093994,3883.9761104260347
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,128,64,2.6790168285369873,6115.676402431302
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,256,1,3.0554789900779724,167.567835243709
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,256,16,3.9291667342185974,2084.9204307511177
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,256,32,4.781521677970886,3426.524253875768
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,256,64,6.469397127628326,5065.077835469456
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,512,1,6.20258367061615,165.0924928028062
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,512,16,9.068403959274292,1806.7126336210486
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,512,32,11.858430564403534,2763.2661693329396
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,512,64,23.7696972489357,2757.1238839793978
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,1024,1,12.791291356086731,160.10893216230744
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,1024,16,22.855718314647675,1433.6893528741027
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,1024,32,44.93795162439346,1458.3664281757203
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,1024,64,90.71978312730789,1444.8006320304523
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,2048,1,27.03029900789261,151.53365483689262
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,2048,16,87.21258574724197,751.4511746038045
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,2048,32,176.40787863731384,743.0053635499906
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-72B,2048,64,420.3680366873741,623.605928904046
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,128,1,0.9643909335136414,265.452516301968
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,128,16,1.1833114624023438,3461.4724272883773
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,128,32,1.388774037361145,5898.727784086378
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,128,64,1.7411342859268188,9409.95771114729
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,256,1,1.9561794996261597,261.73467214938455
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,512,1,4.031977295875549,253.96968406729013
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,1024,1,8.361226081848145,244.94015350764386
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-72B,2048,1,18.074980437755585,226.61158688969573
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,1,0.6984720826148987,366.51429079542055
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,16,0.8721538782119751,4696.418948909926
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,32,0.9243316650390625,8862.619674133746
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,64,1.1530863046646118,14208.823687976654
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,1,1.4276093244552612,358.6415353481709
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,16,10.016632437705994,817.8397331584755
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,32,10.930146992206573,1498.9734366502244
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,64,21.8426673412323,1500.1830814931654
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,1,2.9624695777893066,345.6575580310745
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,16,20.388428270816803,803.5930863514092
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,32,39.8722842335701,821.8239970413155
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,64,80.91447502374649,809.9416078614702
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,1024,1,6.180217981338501,331.3798973084842
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,1024,16,77.07209020853043,425.1603908930084
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,1024,32,162.97442746162415,402.1244376847519
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,2048,1,13.708811700344086,298.78592612787816
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,2048,16,307.94736617803574,212.81558862923094
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,1,0.9326443687983555,274.48833506584873
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,16,1.1352025307355993,3608.166727170556
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,32,1.3743209601331425,5960.761887242387
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,64,1.8452401912315206,8879.060882076958
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,1,1.9009377835017707,269.3407456275768
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,16,2.4285815218376228,3373.162451553778
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,32,3.0422325077001005,5385.518680288559
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,64,4.2693429628639326,7675.1856866562875
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,1,3.883680778899967,263.6673965490137
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,16,5.446441129199229,3008.2029000851207
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,32,7.242687435196907,4524.287468317227
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,64,10.824996551000124,6054.135878125994
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,1,7.838529322932785,261.2735011411224
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,16,13.168710388265511,2488.3226249093605
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,18.988406570702015,3451.3691159909204
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,64,32.64119966746366,4015.5386853213895
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,1,15.840614525064787,258.57582693643934
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,16,35.29766169023157,1856.6668969501943
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,32,59.13160106826496,2216.6151031270547
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,64,117.13450502010237,2237.9741985934156
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,1,0.7906585922716961,323.78070952782366
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,16,0.9417750379342276,4349.233983717097
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,32,1.1358229814989802,7212.391484797013
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,64,1.5933079864994701,10283.008770950793
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,1,1.5562190776351297,329.0025211476319
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,16,1.9630577734331989,4173.08146039583
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,32,2.4505201959332528,6685.927350115285
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,64,3.521886664198246,9304.104056812288
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,1,3.094899198799006,330.8669957319997
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,16,4.243725878366968,3860.7583217191072
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,32,5.570470460667275,5882.447493685262
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,64,8.28738822239878,7907.919629355874
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,1,6.225201309402474,328.98534492478564
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,16,9.795571773602084,3345.1850241459015
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,32,13.57582969146509,4827.402927807901
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,64,21.609862971300995,6065.378580792962
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,1,12.709176429033201,322.2868155833435
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,16,24.836049650030326,2638.744926165018
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,32,37.19599263716664,3523.820463095571
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,64,64.12936088026423,4087.7376041443545
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,1,0.754542034966289,339.2786460351906
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,16,0.7915845674646941,5174.431347390673
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,32,0.9450242847621363,8668.56030272485
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,64,1.3062820647687963,12542.467237273035
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,1,1.5012998656612278,341.0377977849857
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,16,1.6056090829040235,5102.113638509905
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,32,1.9680652707679351,8324.92714716062
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,64,2.8340893878630595,11562.09121008265
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,1,3.00844615509947,340.37504652169616
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,16,3.4655658620312653,4727.655064791317
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,32,4.343092010102312,7544.855122520895
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,64,6.566073851603627,9981.002571878505
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,1,5.956140632769287,343.84681730521686
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,16,7.8739153494350225,4161.589062848028
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,32,10.170529633130839,6443.715555039956
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,64,15.86913727009669,8259.554238464369
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,1,11.927922935066938,343.3959141333951
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,16,18.211737835301513,3598.558281075486
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,32,26.28123951330102,4987.283797389542
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,64,43.22119466093524,6065.1724705086535
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,1,2.37026520420089,108.0047918461967
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,16,2.7917186753669134,1467.1965467514974
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,32,3.239108285633847,2529.091119408792
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,64,3.7581216053988706,4359.624759471048
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,1,4.743719636100772,107.93217965572101
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,16,5.716673531835355,1433.0011945548224
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,32,6.67170996866965,2455.742242534412
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,64,7.777536968930508,4213.159015624189
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,1,9.502470675498868,107.76144804532547
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,16,11.766064404265489,1392.4792043514904
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,32,13.901931051300684,2357.0826152913614
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,64,16.14936491253611,4058.11623893191
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,1,18.91847685233127,108.2539580742004
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,16,23.850443689534828,1373.8947764052728
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,32,28.854511220098356,2271.256632978467
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,64,35.13620936707108,3730.3967149865043
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,1,38.0234149505685,107.72309655313481
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,16,48.63334936696337,1347.5526743078608
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,32,60.28262664083643,2174.291455163795
Nvidia A100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,64,78.65297985596892,3332.918860544685
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,1,0.9939330658666686,257.5626154229798
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,16,1.1650919041333434,3515.602490643706
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,32,1.3065569956999903,6269.914000660278
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,64,1.6882608920667432,9704.661214975464
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,1,2.0030178828333316,255.6142930065906
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,16,2.3995376597333538,3413.9910106309094
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,32,2.7141570337,6036.496708396036
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,64,3.632357393333344,9021.138740406115
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,1,4.026788353533334,254.29695084458163
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,16,5.043239996999993,3248.705199384947
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,32,5.800073783300059,5649.583302603444
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,64,7.896366206099993,8299.513762339571
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,8.097759872433327,252.90945054716576
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,11.024687729899984,2972.23838015204
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,13.05667387020006,5019.348775309177
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,18.808667415499894,6968.70209380096
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,16.3022289824,251.2539852324532
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,25.529886069100016,2567.030648809718
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,31.67442193350007,4138.102355117436
Nvidia A100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,48.215153490166664,5436.96288457245
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,1,0.8513888119001422,300.6851821656611
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,16,0.9955726891665715,4114.2149082342785
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,32,1.1632230789333335,7042.501260817487
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,64,1.5383031197666546,10650.696725158623
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,1,1.6839098438331348,304.0542828792538
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,16,2.047098684666586,4001.761156587447
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,32,2.3930460255001282,6846.5043402480605
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,64,3.1879365113666913,10278.749242077009
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,1,3.3949981399335227,301.6201947079862
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,16,4.340176437066597,3774.961741203656
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,32,5.095108680766619,6431.266152122524
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,64,6.912535106466627,9480.747510228417
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,6.686563804766471,306.28586816745803
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,9.667587390266393,3389.4702656623276
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,11.389932370566628,5753.853303761074
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,15.714480218799812,8340.842215270584
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,13.56188733166661,302.02286008054057
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,20.677396357899973,3169.4512628985526
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,27.127235208566464,4831.749309955811
Nvidia A100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,39.61259590729981,6617.693034141498
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,1,0.7601874539999699,336.7590436450562
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,16,0.8076176084334292,5071.707151042915
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,32,0.9693488927002666,8451.033535696271
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,64,1.307861580499836,12527.319591220346
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,1,1.502135584100324,340.84806020133846
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,16,1.6652704271994783,4919.321130188246
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,32,2.0003514357992875,8190.560771864263
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,64,2.74112284029931,11954.22529711291
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,1,2.998912496666647,341.4571119158018
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,16,3.5838252178671004,4571.65151869512
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,32,4.269581067133671,7674.757660005829
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,64,5.968770392832812,10979.81588949952
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,6.015810023066418,340.43628242038136
Nvidia A100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,7.79180135259982,4205.446021678491
